Id,Category,Title,Description,Price,Link,Rating,Image_1,Image_2,Image_3,Image_4
1116,PlayStation 4 Accessories,Wireless Controller Dual Vibration Game Joystick Controller for Ps4 Controller/Slim/ProCompatible with PS4 Console,🎮【Kind Remind】- Fully compatible with PS4/PS4 pro/Slim. USB wired connection supports PC(Windows 7/8/8.1/10/11). With this controller you can enjoy games in multiple platforms. (Note: you need to activate device with the USB cable in the package for the first connection.) 🎮【Dual built-in shock Function】 The gaming controller has dual built-in shock Motion motors which gives you different intensity feedback and more authentic game experience. 🎮【New Way to Play】- The clickable touch pad and integrated light bar offer you a new way to play games. Additionally 3.5mm audio jack supports compatible headphone.You can enjoy volume controls located directly on the controller and don’t need to worry about disturbing others.is optimized with excellent dual analog gamepad design. 🎮【Upgraded Version】- The buttons are with high sensitivity and provide an accurate gaming experience. The layout of controller buttons is optimized with excellent dual analog gamepad design. 🎮【Customer Service】- We have a reliable after-sales service team. If you have any questions after the product arrives or if you have any questions about the product please don't hesitate to email our customer service team via Amazon.,19.99,https://www.amazon.com/Wireless-Controller-Gamepad-Compatible-Console/dp/B09772FZTX/ref=sr_1_29?dib=eyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w&dib_tag=se&keywords=playstation+4+accessories&qid=1731098974&sr=8-29,4,./products/PlayStation 4 Accessories1116.1.png,./products/PlayStation 4 Accessories1116.2.png,./products/PlayStation 4 Accessories1116.3.png,./products/PlayStation 4 Accessories1116.4.png
1117,PlayStation 4 Accessories,6amLifestyle PS4 Controller Charger Charging Cable 2 Pack 10ft Extra Long Micro USB 2.0 Cable Nylon Braided Cord for PS4 PS4 Slim/Pro Xbox One S/X Controller Android Phones Black+Blue,[Fast Charging and Syncing] Up to 8% faster than regular USB cables charging with our USB cables made from 25 AWG high-gauge low-impedance wire. Transfer data at 480 Mbit/s via USB 2.0 ensuring full-speed charging without power loss even at the length of 10ft [10FT Extra Long] Enjoy a comfortable gaming experience with our 2-pack of 10ft micro USB charging cables the extra length specially designed for PS4 controllers provides sufficient distance from the console [Charge and Play Convenience] Our 6amLifestyle PS4 charging cable enables you to play games while charging perfect for extended gaming sessions. Charge and play simultaneously ensuring uninterrupted gaming pleasure [Durable Construction] Our cables are reinforced with ballistic aramid fiber a triple-braided tangle-resistant nylon exterior and laser-welded aluminum connectors. Withstand at least 10000 90-degree bend tests ensuring durability beyond common USB cables [Universal Compatibility] Specifically designed for PlayStation and Xbox controllers this cable extends its versatility to various USB micro port devices including Microsoft Xbox One HTC Motorola LG Sony Kindle and more.,11.97,https://www.amazon.com/PS4-Controller-Charging-Cable-Compatible/dp/B07X6CWM3G/ref=sr_1_16?dib=eyJ2IjoiMSJ9.GN0t-N6KSwHV_zIa68oHFlltMc-kyQl4abAK_C3LZ40_36P5cocIIExylpYaRGX0se66NsBqie89TbQ15aa3UkVNTvBLBRXpwVRRcGE7rOo-6azWbY2HCEmn69Rgfpm5us4o1H4-4O3rIpt5l-c-oL_L5PoF7naQMa6aC17r44aK_ujjGE37zyHKWfc3n_dRUwN36kNULVASmzXlkU3S1rFdrcRkKjztLk6VqqKCwa0.KsfCZPw1IHGNfJSJ-TPjvA2387XNQ4wByKhkes9gTqE&dib_tag=se&keywords=playstation+4+accessories&qid=1731098969&sr=8-16,4.6,./products/PlayStation 4 Accessories1117.1.png,./products/PlayStation 4 Accessories1117.2.png,./products/PlayStation 4 Accessories1117.3.png,./products/PlayStation 4 Accessories1117.4.png
1118,PlayStation 4 Accessories,DualShock 4 Back Button Attachment - PlayStation 4,Two rear-buttons map-able to any digital button of the controller a dedicated button for remapping back Buttons An digital screen that shows the currently assigned Buttons ability to save and choose from different pre-sets Headset pass-through for connecting any 3.5 mm wired headset to the Controller (headset not included),34.9,https://www.amazon.com/DualShock-Back-Button-Attachment-PlayStation-4/dp/B082VX16VJ/ref=sr_1_20?dib=eyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w&dib_tag=se&keywords=playstation+4+accessories&qid=1731098974&sr=8-20,4.6,./products/PlayStation 4 Accessories1118.1.png,./products/PlayStation 4 Accessories1118.2.png,./products/PlayStation 4 Accessories1118.3.png,./products/PlayStation 4 Accessories1118.4.png
1119,PlayStation 4 Accessories,Linkhood Cooling Fan for PS4 USB External Cooler 5 Fan Turbo Temperature Control Cooling Fans for Sony Playstation 4 Gaming Console,"FIVE FANS WITH SUPER TURBO DESIGN: With 5 Turbo cooling fans efficiently cool down your PlayStation 4 hardware and make sure it is dustless. Keeping it cool in the hot summer and in long time games. TWO COOLING MODES: Normal speed to save energy; Turbo speed for heavy games and hardcore gamers to cool down your ps4 quickly. (not fit PS4 Slim or PS4 Pro) TWO WORKING MODES: Switch to “ON” the fan will work continuously. Switch to “AUTO MODE"" the built-in temperature sensor will begin its smart working. The cooling fan will work automatically when your PlayStation 4 gets hot and turns down when it gets cool. EASY TO USE: Working voltage DC 5V from console's USB port - No extra power supply needed. Plug and play! It can also be worked with most PlayStation vertical charger stand on the market. It can be used in both the vertical and horizontal orientation WHAT YOU GET: 1 x PS4 Cooling Fan 1 x USB Power Cable 12 months warranty and always friendly customer service.",16.87,https://www.amazon.com/Linkhood-Cooling-External-Temperature-PlayStation/dp/B089Y6T2QX/ref=sr_1_45?dib=eyJ2IjoiMSJ9.GJmxgLnk7On-C_0YdGF_SfU3BrbQnaRzeAuHfO8VZzvFP7CpAIypCz6K0LnA7pxvd6_c5V5erE8Wq1Yy2kBpsi_Rt-aXzMTWbUSXFd1xN83HiGh_xt_gX__Hp3HoNzzpemoPiMdy9lIU5Pg7dguuwVidfg6oA4TUdLrD0gGMEsQHBMUevxNak1rJbUlMlG4CH0jjc8plCnQWrKiNBvRCko8osO9hxxBXEMo0QGbBqxI.P1B_w86qIcW7eDREywQYReAjuJIvYxCBEdYmBb8GMSg&dib_tag=se&keywords=playstation+4+accessories&qid=1731098980&sr=8-45,3.8,./products/PlayStation 4 Accessories1119.1.png,./products/PlayStation 4 Accessories1119.2.png,./products/PlayStation 4 Accessories1119.3.png,./products/PlayStation 4 Accessories1119.4.png
1120,PlayStation 4 Accessories,PS4 Controller Charger Dock Station with Charging Cable1.8 Hour Fast-Charging PS4 Controller Charger Station for PlayStation 4 Remote Replacement for PlayStation 4 Controller Charger,PS4 Charger with Updated 1.8hours Fast-Charging Port: The ps4 dual charging station with the upgraded copper contactor provide fastest charging speed to charge your ps4 remote controllers in 1.8 hours simultaneously The ps4 charger docking station is perfect compatible with Playstation4 / PS4 / PS4 Slim / PS4 Pro Controller saving your game time and have more fun. Clear Led Indicator on PS4 Charging Station: With clear led indicator The ps4 controller charging station would indicate the charging status clearly Red Light means your ps4 remote is charging Green Light means fully charged or standby. Convenient for you to know the status about the dualshcok PS4 controller charging status. Intelligent Chip & Safe Charger for PS4 Controller: The PS4 Controller Charging Station built-in intelligent chip and provides over-chargingover-voltage short-circuit protection You dont worried about over charged your ps4 wireless controller even charge overnight. Safe and reliable to charge your ps4 / ps4 pro / ps4 slim controller. Reliable PS4 Controller Stand: This ps4 controller charger station compatible with Sony playstation 4 dualshock controller  the ps4 charging station is designed to charge and storage double controllers at the same time Storage your controllers in the Sony PS4 controller charger dock when not playing games and it doesn't take up much room. Multi Power Supply Devices& Compatibility: The ps4 charging station power through the USB port from either the PS4/ PS4 Slim/ PS4 Pro console PC or wall power source (Note:wall adapter is not included!) And the controller charging station for playstation 4 controller can compatible with Sony PS4 PS4/ PS4 Pro/ PS4 Slim Controller perfectly.,14.98,https://www.amazon.com/Controller-Playstation-Charging-Fast-Charging-Replacement/dp/B09L4KFWGQ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w&dib_tag=se&keywords=playstation+4+accessories&qid=1731098974&sr=8-23,4.7,./products/PlayStation 4 Accessories1120.1.png,./products/PlayStation 4 Accessories1120.2.png,./products/PlayStation 4 Accessories1120.3.png,./products/PlayStation 4 Accessories1120.4.png
1121,PlayStation 4 Accessories,TIANHOO PS4 Controller Wireless PS4 Controller for PS4/Pro/Slim with Vibration Feedback Motion Sensing Touchpad Light Bar Share Speaker 3.5mm Headphone Jack (Graffiti),"Super Compatibility - The wireless PS4 controller is fully compatible with PS4/Slim/Pro (The first connection to console requires to use the included USB-C charging cable to activate the device). Press and hold the ""SHARE+HOME"" button on PS4 controller for 3 seconds to pair with PC Windows. Innovative Features - Revolutionary features like the touch pad integrated light bar and built-in speaker offer exciting ways to experience and interact with your games and its 3.5mm audio jack offers a practical personal audio solution for gamers who want to listen to their games in private. Precision Control - The PS4 controller buttons are sensitive providing timely feedback and accurately responding to player actions. The precision and speed of the joystick allow players to more accurately control the movement and aiming of their characters in the game. Enhanced Vibration - Feel the action of your favorite games right in your hands as this PS4 controller generates intense vibration feedback during all the hits explosions crashes and other high-intensity moments of your games. 6-Axis Motion Sensing - The 6-axis gyro of the PS4 controller can detect the rotation on three different axes so that the characters or objects in the game can accurately respond to the player's hand movements. This means players can experience a more realistic and precise sense of control in racing flight simulation or sports games. Sharing at Your Fingertips - The share button makes sharing your greatest gaming moments as easy as a push of a button. Upload gameplay videos and screenshots directly from your system or live-stream your gameplay all without disturbing the game in progress. Package Includes - 1 * PS4 controller wireless 1 * USB C charge cable 1 * user manual",19.98,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjI2NDAwNDI1MDY4NDA3OjE3MzEwOTg5ODA6c3BfYXRmX25leHQ6MzAwNTIwNjA5NTU4OTAyOjowOjo&url=%2FTIANHOO-Wireless-Controller-Compatible-Vibration%2Fdp%2FB0B1X2PJLV%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.GJmxgLnk7On-C_0YdGF_SfU3BrbQnaRzeAuHfO8VZzvFP7CpAIypCz6K0LnA7pxvd6_c5V5erE8Wq1Yy2kBpsi_Rt-aXzMTWbUSXFd1xN83HiGh_xt_gX__Hp3HoNzzpemoPiMdy9lIU5Pg7dguuwVidfg6oA4TUdLrD0gGMEsQHBMUevxNak1rJbUlMlG4CH0jjc8plCnQWrKiNBvRCko8osO9hxxBXEMo0QGbBqxI.P1B_w86qIcW7eDREywQYReAjuJIvYxCBEdYmBb8GMSg%26dib_tag%3Dse%26keywords%3Dplaystation%2B4%2Baccessories%26qid%3D1731098980%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.2,./products/PlayStation 4 Accessories1121.1.png,./products/PlayStation 4 Accessories1121.2.png,./products/PlayStation 4 Accessories1121.3.png,./products/PlayStation 4 Accessories1121.4.png
1122,PlayStation 4 Accessories,SUBSONIC Superdrive - SV250 Racing steering wheel with pedals and gearshift paddles for nintendo Switch - Ps4 - xbox Seie X/S Xbox One - PC,Multi-plateform compatible steering wheel for Switch PS4 Xbox Serie X/S Xbox one PC and PS3. Wired steering wheel with 180° rotation. Steering wheel with pedals (2) and paddles (+/1) for gear shifting. Sensitivity adjustment with 3 modes. Steering wheel with vibration. Thanks to its programming function the Superdrive SV250 is compatible with all games on the market: Gran Turismo Sport - Forza motor sport 7 - Drive club - Project Cars - Forza Horizon - GTA V - Farming Simulator. Attaches with suction cups,54.99,https://www.amazon.com/Subsonic-Superdrive-gearshift-nintendo-PlayStation-4/dp/B089KP9JJS/ref=sr_1_36?dib=eyJ2IjoiMSJ9.GJmxgLnk7On-C_0YdGF_SfU3BrbQnaRzeAuHfO8VZzvFP7CpAIypCz6K0LnA7pxvd6_c5V5erE8Wq1Yy2kBpsi_Rt-aXzMTWbUSXFd1xN83HiGh_xt_gX__Hp3HoNzzpemoPiMdy9lIU5Pg7dguuwVidfg6oA4TUdLrD0gGMEsQHBMUevxNak1rJbUlMlG4CH0jjc8plCnQWrKiNBvRCko8osO9hxxBXEMo0QGbBqxI.P1B_w86qIcW7eDREywQYReAjuJIvYxCBEdYmBb8GMSg&dib_tag=se&keywords=playstation+4+accessories&qid=1731098980&sr=8-36,3.9,./products/PlayStation 4 Accessories1122.1.png,./products/PlayStation 4 Accessories1122.2.png,./products/PlayStation 4 Accessories1122.3.png,./products/PlayStation 4 Accessories1122.4.png
1123,PlayStation 4 Accessories,Logitech G29 Driving Force Racing Wheel and Floor Pedals Real Force Feedback Stainless Steel Paddle Shifters Leather Steering Wheel Cover for PS5 PS4 PC Mac - Black,Immersive Gaming Experience: Perfect for PlayStation 5 PS4 and PC gaming titles the Driving Force simulates the feeling of driving a real car with precision steering and pressure-sensitive pedals Premium Control: The Driving Force feedback racing wheel provides a detailed simulation of driving a real car with helical gearing delivering smooth quiet steering and a hand-stitched leather cover Customizable Pedals: These pressure-sensitive nonlinear brake pedals provide a responsive accurate braking feel on a sturdy base - with adjustable pedal faces for finer control 900-Degree Rotation: Lock-to-lock rotation of the Driving Force means you can turn the wheel around two and a half times hand over hand on wide turns - just like a real F1 race car Up Your Game: Take your racing simulation to the next level with Driving Force accessories like the Driving Force Shifter or desk and rig mounts The plastic parts in G29 Driving Force include 52 percent certified post consumer recycled plastic..Certified carbon neutral. Total Wheel Control: Control wheel sensitivity force feedback levels and button customization via powerful G HUB Gaming Software for PC. Download at logitechG /downloads Wheel: Length: 10.24 in (260 mm) Height: 10.63 in (270 mm) Width: 10.94 in (278 mm) Weight without cables: 4.96 lb (2.25 Kg) Pedals: Length: 16.87 in (428.5 mm) Height: 6.57 in (167 mm) Width: 12.24 in (311 mm) Weight without cables: 6.83 (3.1 Kg). Compatible with Windows 11 Windows 10 Windows 8.1 Windows 8 Windows 7,89.99,https://www.amazon.com/Logitech-Dual-motor-Feedback-Responsive-PlayStation/dp/B00Z0UWWYC/ref=sr_1_30?dib=eyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w&dib_tag=se&keywords=playstation+4+accessories&qid=1731098974&sr=8-30,4.6,./products/PlayStation 4 Accessories1123.1.png,./products/PlayStation 4 Accessories1123.2.png,./products/PlayStation 4 Accessories1123.3.png,./products/PlayStation 4 Accessories1123.4.png
1124,PlayStation 4 Accessories,Soft Rubber Silicone Printing Thumb Grip Cover x 4 for PS5 PS4 Xbox Series X/S Xbox One Switch PRO Controller(Unspeakable Pack),Best Grip & Comfort - The thumb grip cover offers comfort and extra grip get better experience in a long session game play makes everything under control; Pefect Protection - The soft silicone material provides prefect protection to the vulnerable original sticks of your controller avoid any possibly damage; Customization - Various design choices offers the controller your favourite looking more design please visit our store to choose; Universal Compatibility - Soft silicone and special designed structure allows Playrealm thumb grips being compatible with PS5 dualsense PS4 dualshock Xbox Series X/S Xbox One Switch PRO controllers and other regular sized controllers; NOTICE - Do NOT fit Switch Joy-Con and Swith Lite!!! Clean the grip for best performance; Keep the sets away from children under 3 years old Keep the sets way from heat sorce and acid.,11.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNzE4NzEyNzAwNjAwMzk5OjE3MzEwOTg5NzQ6c3BfbXRmOjIwMDA5OTY1OTAyNDA5ODo6MDo6&url=%2FPlayrealm-Silicone-Printing-Controller-Unspeakable%2Fdp%2FB08C2NZNC4%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w%26dib_tag%3Dse%26keywords%3Dplaystation%2B4%2Baccessories%26qid%3D1731098974%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5,./products/PlayStation 4 Accessories1124.1.png,./products/PlayStation 4 Accessories1124.2.png,./products/PlayStation 4 Accessories1124.3.png,./products/PlayStation 4 Accessories1124.4.png
1125,PlayStation 4 Accessories,Gaming Headset with Microphone RGB Rainbow Lighting PC Wired Lightweight Gaming Headphones for PS4/PS5/Laptop/MAC 3.5mm Audio Over Ear Headphone Stereo Surround Sound Self-Adjusting Headband,【Rainbow RGB Lighting】Give light to gaming with incredible headphones with rainbow LED! Which pulse to the rhythm of the music. You will love the fun colors and added visuals! Showing stunning dynamic rainbow lighting effects lighting up and decorating your multimedia space enhancing the game atmosphere. 【7.1 Surround Sound】Immersive 7.1 Surround Sound - Powered by a 50mm high-precision magnetic neodymium driver the PS4 gaming headset delivers exceptional 3D surround sound quality providing an outstanding audio experience for games music movies and calls. 【360°Adjustable Mic】Sensitive Clear Noise canceling Non-static when recording 360°adjustable long and flexible this gaming microphone is designed to focus on your voice and cancel ambient sound is an amazing essential assistive microphone for gaming. 【Ergonomic Design】Superior light comfortable and good air permeability protein over-ear breathable earmuffs Auto-Adjustable Headband perfectly on your head accord with human body engineering specifications can reduce hearing impairment and heat sweat for all gaming players of all ages. 【Multi-platform Compatibility】Enjoy the convenience of universal audio compatibility the laptop headphones' 3.5mm jack port lets you effortlessly connect to PS5 PS4 New XBOX Series X/S Switch PC Laptop iOS Mobile Phone and other devices. 【Customer Support】If you have any questions or problems about these pc gaming headsets please feel free to contact us. We will reply within 24 hours. *Note : When your devices have a USB socket the RGB lights can light up. USB connector only for light power. 2-in-1 adapter cable green for audio red for mic.,21.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjI2NDAwNDI1MDY4NDA3OjE3MzEwOTg5ODA6c3BfYnRmOjMwMDI4NDczMTY1MzYwMjo6MDo6&url=%2FMicrophone-Lightweight-Headphones-Headphone-Self-Adjusting%2Fdp%2FB0CZ6HMW6X%2Fref%3Dsr_1_53_sspa%3Fdib%3DeyJ2IjoiMSJ9.GJmxgLnk7On-C_0YdGF_SfU3BrbQnaRzeAuHfO8VZzvFP7CpAIypCz6K0LnA7pxvd6_c5V5erE8Wq1Yy2kBpsi_Rt-aXzMTWbUSXFd1xN83HiGh_xt_gX__Hp3HoNzzpemoPiMdy9lIU5Pg7dguuwVidfg6oA4TUdLrD0gGMEsQHBMUevxNak1rJbUlMlG4CH0jjc8plCnQWrKiNBvRCko8osO9hxxBXEMo0QGbBqxI.P1B_w86qIcW7eDREywQYReAjuJIvYxCBEdYmBb8GMSg%26dib_tag%3Dse%26keywords%3Dplaystation%2B4%2Baccessories%26qid%3D1731098980%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.5,./products/PlayStation 4 Accessories1125.1.png,./products/PlayStation 4 Accessories1125.2.png,./products/PlayStation 4 Accessories1125.3.png,./products/PlayStation 4 Accessories1125.4.png
1126,PlayStation 4 Accessories,KontrolFreek FPS Freek Galaxy Purple for PlayStation 4 (PS4) and PlayStation 5 (PS5) | Performance Thumbsticks | 1 High-Rise 1 Mid-Rise | Purple,INCREASED ACCURACY - Mixed height combo for faster target acquisition and increased precision on the right as well as better control and maneuvering on the left IMPROVES COMFORT & GRIP - Non-slip proprietary rubber compound offers exceptional grip and requires less force which reduces wrist hand and thumb fatigue ONE HIGH-RISE (CONCAVE) THUMBSTICK - That adds 10.0 mm for increased accuracy on right analog ONE MID-RISE (CONCAVE) THUMBSTICK - On the left analog for enhanced control with in-game movement while adding a nominal height of 6.5 mm VERSATILE - The added grip and comfort works well across your entire library of games and protects stock thumbsticks from wear and tear *Packaging May Not Reflect Updated Compatibility,14.99,https://www.amazon.com/KontrolFreek-PlayStation-Controller-Performance-Thumbsticks-4/dp/B016P09VFS/ref=sr_1_31?dib=eyJ2IjoiMSJ9.JCrnzjhy6CrflAGPvZbDz2_Q7I2KtDt-NXh4QEqfG44hC9qGADoBxSjexIOsdIxVO7LpV6eU4iFY_CNJTZXgkwUO6rdrEpgSrOhTNyGCxC5Hy5iw5w0AVzsRpFI8LXO9-aqZOSWjWrB7mZIVGkpp1G6eUsXdWe3p2PXyGZ_UxwoTCpG2q8pLc8XoZljAsTa9EV-bWwZl4Au3KntHSmqrRtILi1-kyazHbbJhToqYCng.8nAVRwpkZ6l63FYXiTrqUwEGADIkz1DGx71HicCt_3w&dib_tag=se&keywords=playstation+4+accessories&qid=1731098974&sr=8-31,4.6,./products/PlayStation 4 Accessories1126.1.png,./products/PlayStation 4 Accessories1126.2.png,./products/PlayStation 4 Accessories1126.3.png,./products/PlayStation 4 Accessories1126.4.png
1127,PlayStation 4 Accessories,FPS Thumb Grip Gamepad Raised Antislip Thumb Stick Grips Thumbsticks Joystick Cap for PS5/4Switch Pro Con-Precision RingsAssist RingsStorage Case(16pcs)Black Set,【NOT for Switch/OLED/LiteNOT for Xbox One/360/SX/SS】Compatible with PS5/4Compatible with Switch Pro Con. 【4pairs thumb grips】4pairs of thumb grips that have completely different designs to meet gamers’ needs. 【Best Grip & Comfort】 With the thumb grip cover installed on the soft rubber silicone material provides comfort and extra grip get better experience in a long session game play makes everything under 【High Quality Material】Flexible moisture wicking material is resistant to hand and finger oils dampens sound and quickly recovers its original shape so you can use these aim assist rings over and over again. 【Kindly Reminder】If there is the thumb cap on the joystick please remove the cap before installing precision rings.,11.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDc2NDU0MDA1Njk2ODY0OjE3MzEwOTg5ODY6c3BfYnRmOjMwMDA5MjEyNzQ2NTkwMjo6MDo6&url=%2FZHI-NYLLDJS-Antislip-Thumbsticks-Joystick-Precision%2Fdp%2FB0CLZXZN73%2Fref%3Dsr_1_69_sspa%3Fdib%3DeyJ2IjoiMSJ9.1X4UR21xb502vV9wcl4oircSi5Gz6NuBbWxHqDV_tE1euWXU8OswFLgWbMECrHsSgcg3ypAtZfZIwFoEkWSBx1m48hor8fppTr547OAnSJZsM54eH_0gIAeDOoNH-uD8m74ZLqSXNLo4Fy9K9vOG6oJb68xRwk6QZudma8zujNRngYZFTaMbYsF0YQhSF7ZEwhu32Uep9dQFt7YAwIvb1pnP6rv6PXBY9QNcvD2fvwM.gbZqsRECTblm6zdbFVufHyhmcvxj2sII01DxhLxfg5s%26dib_tag%3Dse%26keywords%3Dplaystation%2B4%2Baccessories%26qid%3D1731098986%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.2,./products/PlayStation 4 Accessories1127.1.png,./products/PlayStation 4 Accessories1127.2.png,./products/PlayStation 4 Accessories1127.3.png,./products/PlayStation 4 Accessories1127.4.png
1128,PlayStation 4 Accessories,JZW-Shop Arcade Stick P12 All-Button Arcade Controller for Switch PC PS4 PS3 Steam Deck Arcade Fight Stick with Turbo & Custom RGB Supports Hot-Swap & SOCD,【Wide Compatibility】The P12 leverless arcade controller is compatible with Windows 10 or above /Steam Deck/PS3/PS4/Switch/Raspberry Pi(Lakka RetroPie Recalbox Batocera)/MiSTer/Android Linux iPadOS macOS Windows (Keyboard mode only). Perfect for multi-platform gamers! Note: For the connection to PS4/PS5 console please refer to the official website or manual to set it up: haute42.com/supports/. 【Precise Button Layout & Ultra Low Latency】Our leverless arcade stick adopts precise 4 direction buttons and lightning-fast Kailh Low Profile Switch it eliminates input errors during gameplay and provides faster and more accurate movements. This leverless arcade controller uses Raspberry Pi RP2024 main control chip with firmware GP2040-CE it has less than 1ms delay and supports firmware updates. 【Hot-Swappable & Tournament Lock Switch】All buttons on the arcade stick support hot-swappable technology making it easy for users to replace their favorite mechanical keys and keycaps. The lock switch can disable non-essential buttons ensure victory in fierce competition by eliminating accidental presses and disconnections. This arcade stick supports PS4 games on PS5 console. If you want to play PS5 fighting games you will need an additional arcade stick converter. 【Custom RGB Light】This leverless arcade stick is made of ABS material with RGB lighting effect. You can customize the lighting effects according to different games and immerse yourself deeply in the game world. All the light effect parameters can be customized with the attached web configurator. 【More Fuction】Multiple SOCD cleaning modes turbo function built-in embedded web configuration button layout swap EXT port M1/M2 Custom keys. 5 Controller Modes: X-input mode Switch mode PS3/D-input mode PS4 mode and Keyboard mode. 【Package】Product Size: 207*140*13mm 390g . Includes 1x P12 Arcade Controller 1x USB Cable Accessories (1x Kailh low-profile Switch 1x Switch Puller 2x 6mm-Button Caps) 1x Instruction Manual.,59.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDc2NDU0MDA1Njk2ODY0OjE3MzEwOTg5ODY6c3BfYXRmX25leHQ6MzAwMTczNTYxMzE5NDAyOjowOjo&url=%2FJZW-Shop-All-Button-Controller-Supports-PlayStation-4%2Fdp%2FB0D14K9WRG%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.1X4UR21xb502vV9wcl4oircSi5Gz6NuBbWxHqDV_tE1euWXU8OswFLgWbMECrHsSgcg3ypAtZfZIwFoEkWSBx1m48hor8fppTr547OAnSJZsM54eH_0gIAeDOoNH-uD8m74ZLqSXNLo4Fy9K9vOG6oJb68xRwk6QZudma8zujNRngYZFTaMbYsF0YQhSF7ZEwhu32Uep9dQFt7YAwIvb1pnP6rv6PXBY9QNcvD2fvwM.gbZqsRECTblm6zdbFVufHyhmcvxj2sII01DxhLxfg5s%26dib_tag%3Dse%26keywords%3Dplaystation%2B4%2Baccessories%26qid%3D1731098986%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.4,./products/PlayStation 4 Accessories1128.1.png,./products/PlayStation 4 Accessories1128.2.png,./products/PlayStation 4 Accessories1128.3.png,./products/PlayStation 4 Accessories1128.4.png
